,Type,Sex,Size,Intake Type,Intake Subtype,Intake Jurisdiction,PredomBreed,PredomColor,IntakeAgeYrs,Type Sex,Type Size,Type Intake Type,Type Intake Subtype,Type Intake Jurisdiction,Type PredomBreed,Type PredomColor,Type IntakeAgeYrs,Sex Size,Sex Intake Type,Sex Intake Subtype,Sex Intake Jurisdiction,Sex PredomBreed,Sex PredomColor,Sex IntakeAgeYrs,Size Intake Type,Size Intake Subtype,Size Intake Jurisdiction,Size PredomBreed,Size PredomColor,Size IntakeAgeYrs,Intake Type Intake Subtype,Intake Type Intake Jurisdiction,Intake Type PredomBreed,Intake Type PredomColor,Intake Type IntakeAgeYrs,Intake Subtype Intake Jurisdiction,Intake Subtype PredomBreed,Intake Subtype PredomColor,Intake Subtype IntakeAgeYrs,Intake Jurisdiction PredomBreed,Intake Jurisdiction PredomColor,Intake Jurisdiction IntakeAgeYrs,PredomBreed PredomColor,PredomBreed IntakeAgeYrs,PredomColor IntakeAgeYrs,Outcome Type
15291,0.0,3.0,4.0,4.0,13.0,8.0,22.0,9.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,24.0,66.0,27.0,12.870000000000001,16.0,52.0,32.0,88.0,36.0,17.16,52.0,32.0,88.0,36.0,17.16,104.0,286.0,117.0,55.77,176.0,72.0,34.32,198.0,94.38,38.61,0
15292,0.0,2.0,4.0,4.0,1.0,12.0,22.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,24.0,44.0,0.0,0.94,16.0,4.0,48.0,88.0,0.0,1.88,4.0,48.0,88.0,0.0,1.88,12.0,22.0,0.0,0.47,264.0,0.0,5.64,0.0,10.34,0.0,2
15293,0.0,4.0,4.0,4.0,13.0,10.0,20.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,52.0,40.0,80.0,44.0,16.0,16.0,52.0,40.0,80.0,44.0,16.0,52.0,40.0,80.0,44.0,16.0,130.0,260.0,143.0,52.0,200.0,110.0,40.0,220.0,80.0,44.0,3
15294,1.0,3.0,4.0,1.0,5.0,10.0,11.0,2.0,3.37,3.0,4.0,1.0,5.0,10.0,11.0,2.0,3.37,12.0,3.0,15.0,30.0,33.0,6.0,10.11,4.0,20.0,40.0,44.0,8.0,13.48,5.0,10.0,11.0,2.0,3.37,50.0,55.0,10.0,16.85,110.0,20.0,33.7,22.0,37.07,6.74,2
15295,1.0,3.0,2.0,4.0,2.0,8.0,8.0,0.0,0.73,3.0,2.0,4.0,2.0,8.0,8.0,0.0,0.73,6.0,12.0,6.0,24.0,24.0,0.0,2.19,8.0,4.0,16.0,16.0,0.0,1.46,8.0,32.0,32.0,0.0,2.92,16.0,16.0,0.0,1.46,64.0,0.0,5.84,0.0,5.84,0.0,0
15296,0.0,2.0,0.0,2.0,13.0,8.0,22.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,16.0,44.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,44.0,0.0,0.3,104.0,286.0,0.0,1.95,176.0,0.0,1.2,0.0,3.3,0.0,0
15297,0.0,3.0,4.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,24.0,66.0,0.0,1.5,16.0,52.0,32.0,88.0,0.0,2.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,0
15298,1.0,2.0,1.0,3.0,11.0,10.0,3.0,15.0,6.66,2.0,1.0,3.0,11.0,10.0,3.0,15.0,6.66,2.0,6.0,22.0,20.0,6.0,30.0,13.32,3.0,11.0,10.0,3.0,15.0,6.66,33.0,30.0,9.0,45.0,19.98,110.0,33.0,165.0,73.26,30.0,150.0,66.6,45.0,19.98,99.9,2
15299,1.0,0.0,4.0,4.0,2.0,8.0,18.0,0.0,8.97,0.0,4.0,4.0,2.0,8.0,18.0,0.0,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,72.0,0.0,35.88,8.0,32.0,72.0,0.0,35.88,16.0,36.0,0.0,17.94,144.0,0.0,71.76,0.0,161.46,0.0,3
15300,0.0,3.0,0.0,4.0,0.0,8.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,8.0,0.0,0.0,0.0,0.0,0.0,176.0,16.0,0.0,44.0,0.0,0.0,0
15301,0.0,3.0,4.0,4.0,1.0,10.0,22.0,9.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,3.0,30.0,66.0,27.0,5.97,16.0,4.0,40.0,88.0,36.0,7.96,4.0,40.0,88.0,36.0,7.96,10.0,22.0,9.0,1.99,220.0,90.0,19.9,198.0,43.78,17.91,2
15302,0.0,1.0,0.0,4.0,13.0,8.0,22.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,8.0,22.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,0.48,104.0,286.0,0.0,1.56,176.0,0.0,0.96,0.0,2.6399999999999997,0.0,3
15303,1.0,0.0,4.0,4.0,2.0,8.0,53.0,18.0,-1.0,0.0,4.0,4.0,2.0,8.0,53.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,212.0,72.0,-4.0,8.0,32.0,212.0,72.0,-4.0,16.0,106.0,36.0,-2.0,424.0,144.0,-8.0,954.0,-53.0,-18.0,3
15304,0.0,2.0,4.0,4.0,1.0,8.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,2.0,16.0,44.0,0.0,-2.0,16.0,4.0,32.0,88.0,0.0,-4.0,4.0,32.0,88.0,0.0,-4.0,8.0,22.0,0.0,-1.0,176.0,0.0,-8.0,0.0,-22.0,-0.0,2
15305,0.0,2.0,0.0,4.0,13.0,10.0,22.0,11.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,20.0,44.0,22.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,44.0,1.6,130.0,286.0,143.0,5.2,220.0,110.0,4.0,242.0,8.8,4.4,0
15306,1.0,3.0,1.0,0.0,13.0,10.0,42.0,15.0,3.36,3.0,1.0,0.0,13.0,10.0,42.0,15.0,3.36,3.0,0.0,39.0,30.0,126.0,45.0,10.08,0.0,13.0,10.0,42.0,15.0,3.36,0.0,0.0,0.0,0.0,0.0,130.0,546.0,195.0,43.68,420.0,150.0,33.6,630.0,141.12,50.4,0
15307,1.0,2.0,5.0,2.0,13.0,8.0,15.0,2.0,0.81,2.0,5.0,2.0,13.0,8.0,15.0,2.0,0.81,10.0,4.0,26.0,16.0,30.0,4.0,1.62,10.0,65.0,40.0,75.0,10.0,4.050000000000001,26.0,16.0,30.0,4.0,1.62,104.0,195.0,26.0,10.530000000000001,120.0,16.0,6.48,30.0,12.15,1.62,0
15308,1.0,3.0,2.0,1.0,5.0,6.0,42.0,0.0,8.89,3.0,2.0,1.0,5.0,6.0,42.0,0.0,8.89,6.0,3.0,15.0,18.0,126.0,0.0,26.67,2.0,10.0,12.0,84.0,0.0,17.78,5.0,6.0,42.0,0.0,8.89,30.0,210.0,0.0,44.45,252.0,0.0,53.34,0.0,373.38,0.0,2
15309,0.0,3.0,4.0,4.0,1.0,10.0,22.0,9.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,3.0,30.0,66.0,27.0,5.7299999999999995,16.0,4.0,40.0,88.0,36.0,7.64,4.0,40.0,88.0,36.0,7.64,10.0,22.0,9.0,1.91,220.0,90.0,19.099999999999998,198.0,42.019999999999996,17.189999999999998,0
15310,1.0,3.0,3.0,4.0,2.0,10.0,15.0,0.0,0.19,3.0,3.0,4.0,2.0,10.0,15.0,0.0,0.19,9.0,12.0,6.0,30.0,45.0,0.0,0.5700000000000001,12.0,6.0,30.0,45.0,0.0,0.5700000000000001,8.0,40.0,60.0,0.0,0.76,20.0,30.0,0.0,0.38,150.0,0.0,1.9,0.0,2.85,0.0,0
15311,0.0,4.0,0.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,3
15312,0.0,3.0,4.0,4.0,13.0,10.0,22.0,9.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,30.0,66.0,27.0,24.03,16.0,52.0,40.0,88.0,36.0,32.04,52.0,40.0,88.0,36.0,32.04,130.0,286.0,117.0,104.13,220.0,90.0,80.1,198.0,176.22,72.09,2
15313,1.0,0.0,4.0,4.0,2.0,8.0,8.0,0.0,0.5,0.0,4.0,4.0,2.0,8.0,8.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,32.0,0.0,2.0,8.0,32.0,32.0,0.0,2.0,16.0,16.0,0.0,1.0,64.0,0.0,4.0,0.0,4.0,0.0,2
15314,2.0,4.0,4.0,4.0,2.0,8.0,38.0,9.0,-1.0,8.0,8.0,8.0,4.0,16.0,76.0,18.0,-2.0,16.0,16.0,8.0,32.0,152.0,36.0,-4.0,16.0,8.0,32.0,152.0,36.0,-4.0,8.0,32.0,152.0,36.0,-4.0,16.0,76.0,18.0,-2.0,304.0,72.0,-8.0,342.0,-38.0,-9.0,0
15315,1.0,3.0,4.0,4.0,2.0,8.0,40.0,15.0,0.8,3.0,4.0,4.0,2.0,8.0,40.0,15.0,0.8,12.0,12.0,6.0,24.0,120.0,45.0,2.4000000000000004,16.0,8.0,32.0,160.0,60.0,3.2,8.0,32.0,160.0,60.0,3.2,16.0,80.0,30.0,1.6,320.0,120.0,6.4,600.0,32.0,12.0,0
15316,1.0,3.0,2.0,4.0,2.0,8.0,42.0,15.0,1.99,3.0,2.0,4.0,2.0,8.0,42.0,15.0,1.99,6.0,12.0,6.0,24.0,126.0,45.0,5.97,8.0,4.0,16.0,84.0,30.0,3.98,8.0,32.0,168.0,60.0,7.96,16.0,84.0,30.0,3.98,336.0,120.0,15.92,630.0,83.58,29.85,0
15317,1.0,3.0,5.0,1.0,9.0,8.0,18.0,17.0,0.68,3.0,5.0,1.0,9.0,8.0,18.0,17.0,0.68,15.0,3.0,27.0,24.0,54.0,51.0,2.04,5.0,45.0,40.0,90.0,85.0,3.4000000000000004,9.0,8.0,18.0,17.0,0.68,72.0,162.0,153.0,6.12,144.0,136.0,5.44,306.0,12.24,11.56,0
15318,0.0,2.0,4.0,4.0,1.0,8.0,22.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,16.0,44.0,0.0,1.98,16.0,4.0,32.0,88.0,0.0,3.96,4.0,32.0,88.0,0.0,3.96,8.0,22.0,0.0,0.99,176.0,0.0,7.92,0.0,21.78,0.0,2
15319,1.0,1.0,1.0,4.0,2.0,10.0,38.0,17.0,-1.0,1.0,1.0,4.0,2.0,10.0,38.0,17.0,-1.0,1.0,4.0,2.0,10.0,38.0,17.0,-1.0,4.0,2.0,10.0,38.0,17.0,-1.0,8.0,40.0,152.0,68.0,-4.0,20.0,76.0,34.0,-2.0,380.0,170.0,-10.0,646.0,-38.0,-17.0,2
15320,1.0,3.0,1.0,4.0,2.0,12.0,42.0,0.0,2.94,3.0,1.0,4.0,2.0,12.0,42.0,0.0,2.94,3.0,12.0,6.0,36.0,126.0,0.0,8.82,4.0,2.0,12.0,42.0,0.0,2.94,8.0,48.0,168.0,0.0,11.76,24.0,84.0,0.0,5.88,504.0,0.0,35.28,0.0,123.48,0.0,0
15321,1.0,2.0,5.0,4.0,2.0,8.0,15.0,0.0,2.0,2.0,5.0,4.0,2.0,8.0,15.0,0.0,2.0,10.0,8.0,4.0,16.0,30.0,0.0,4.0,20.0,10.0,40.0,75.0,0.0,10.0,8.0,32.0,60.0,0.0,8.0,16.0,30.0,0.0,4.0,120.0,0.0,16.0,0.0,30.0,0.0,2
15322,0.0,2.0,0.0,4.0,1.0,8.0,22.0,9.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,16.0,44.0,18.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,88.0,36.0,0.52,8.0,22.0,9.0,0.13,176.0,72.0,1.04,198.0,2.8600000000000003,1.17,0
15323,0.0,3.0,4.0,4.0,13.0,8.0,21.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12.0,12.0,39.0,24.0,63.0,6.0,-3.0,16.0,52.0,32.0,84.0,8.0,-4.0,52.0,32.0,84.0,8.0,-4.0,104.0,273.0,26.0,-13.0,168.0,16.0,-8.0,42.0,-21.0,-2.0,2
15324,0.0,3.0,4.0,4.0,2.0,10.0,22.0,2.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,30.0,66.0,6.0,4.4399999999999995,16.0,8.0,40.0,88.0,8.0,5.92,8.0,40.0,88.0,8.0,5.92,20.0,44.0,4.0,2.96,220.0,20.0,14.8,44.0,32.56,2.96,0
15325,2.0,3.0,4.0,4.0,2.0,10.0,46.0,18.0,1.98,6.0,8.0,8.0,4.0,20.0,92.0,36.0,3.96,12.0,12.0,6.0,30.0,138.0,54.0,5.9399999999999995,16.0,8.0,40.0,184.0,72.0,7.92,8.0,40.0,184.0,72.0,7.92,20.0,92.0,36.0,3.96,460.0,180.0,19.8,828.0,91.08,35.64,0
15326,0.0,2.0,4.0,4.0,1.0,10.0,22.0,9.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,20.0,44.0,18.0,0.22,16.0,4.0,40.0,88.0,36.0,0.44,4.0,40.0,88.0,36.0,0.44,10.0,22.0,9.0,0.11,220.0,90.0,1.1,198.0,2.42,0.99,0
15327,0.0,1.0,4.0,4.0,13.0,10.0,22.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,13.0,10.0,22.0,9.0,2.0,16.0,52.0,40.0,88.0,36.0,8.0,52.0,40.0,88.0,36.0,8.0,130.0,286.0,117.0,26.0,220.0,90.0,20.0,198.0,44.0,18.0,3
15328,0.0,2.0,4.0,4.0,13.0,10.0,22.0,11.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,26.0,20.0,44.0,22.0,0.78,16.0,52.0,40.0,88.0,44.0,1.56,52.0,40.0,88.0,44.0,1.56,130.0,286.0,143.0,5.07,220.0,110.0,3.9000000000000004,242.0,8.58,4.29,0
15329,0.0,2.0,4.0,4.0,2.0,10.0,22.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,20.0,44.0,0.0,20.02,16.0,8.0,40.0,88.0,0.0,40.04,8.0,40.0,88.0,0.0,40.04,20.0,44.0,0.0,20.02,220.0,0.0,100.1,0.0,220.22,0.0,0
15330,0.0,3.0,4.0,4.0,1.0,8.0,21.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12.0,12.0,3.0,24.0,63.0,6.0,-3.0,16.0,4.0,32.0,84.0,8.0,-4.0,4.0,32.0,84.0,8.0,-4.0,8.0,21.0,2.0,-1.0,168.0,16.0,-8.0,42.0,-21.0,-2.0,2
15331,1.0,2.0,5.0,4.0,13.0,10.0,15.0,13.0,7.61,2.0,5.0,4.0,13.0,10.0,15.0,13.0,7.61,10.0,8.0,26.0,20.0,30.0,26.0,15.22,20.0,65.0,50.0,75.0,65.0,38.050000000000004,52.0,40.0,60.0,52.0,30.44,130.0,195.0,169.0,98.93,150.0,130.0,76.10000000000001,195.0,114.15,98.93,0
15332,1.0,1.0,1.0,4.0,2.0,10.0,42.0,2.0,1.71,1.0,1.0,4.0,2.0,10.0,42.0,2.0,1.71,1.0,4.0,2.0,10.0,42.0,2.0,1.71,4.0,2.0,10.0,42.0,2.0,1.71,8.0,40.0,168.0,8.0,6.84,20.0,84.0,4.0,3.42,420.0,20.0,17.1,84.0,71.82,3.42,2
15333,0.0,3.0,4.0,4.0,13.0,10.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,30.0,66.0,3.0,3.0,16.0,52.0,40.0,88.0,4.0,4.0,52.0,40.0,88.0,4.0,4.0,130.0,286.0,13.0,13.0,220.0,10.0,10.0,22.0,22.0,1.0,3
15334,0.0,4.0,4.0,4.0,1.0,8.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,16.0,4.0,32.0,88.0,0.0,-4.0,16.0,4.0,32.0,88.0,0.0,-4.0,4.0,32.0,88.0,0.0,-4.0,8.0,22.0,0.0,-1.0,176.0,0.0,-8.0,0.0,-22.0,-0.0,3
15335,1.0,1.0,2.0,4.0,2.0,10.0,42.0,0.0,0.87,1.0,2.0,4.0,2.0,10.0,42.0,0.0,0.87,2.0,4.0,2.0,10.0,42.0,0.0,0.87,8.0,4.0,20.0,84.0,0.0,1.74,8.0,40.0,168.0,0.0,3.48,20.0,84.0,0.0,1.74,420.0,0.0,8.7,0.0,36.54,0.0,2
15336,1.0,1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,8.0,4.0,16.0,84.0,4.0,-2.0,8.0,32.0,168.0,8.0,-4.0,16.0,84.0,4.0,-2.0,336.0,16.0,-8.0,84.0,-42.0,-2.0,1
15337,0.0,2.0,0.0,4.0,13.0,8.0,54.0,14.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,16.0,108.0,28.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,216.0,56.0,0.32,104.0,702.0,182.0,1.04,432.0,112.0,0.64,756.0,4.32,1.12,0
15338,0.0,2.0,1.0,2.0,13.0,10.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,26.0,20.0,40.0,0.0,6.0,2.0,13.0,10.0,20.0,0.0,3.0,26.0,20.0,40.0,0.0,6.0,130.0,260.0,0.0,39.0,200.0,0.0,30.0,0.0,60.0,0.0,0
15339,0.0,2.0,0.0,2.0,13.0,8.0,22.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,16.0,44.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,44.0,4.0,0.5,104.0,286.0,26.0,3.25,176.0,16.0,2.0,44.0,5.5,0.5,0
15340,1.0,3.0,4.0,4.0,13.0,10.0,42.0,0.0,0.49,3.0,4.0,4.0,13.0,10.0,42.0,0.0,0.49,12.0,12.0,39.0,30.0,126.0,0.0,1.47,16.0,52.0,40.0,168.0,0.0,1.96,52.0,40.0,168.0,0.0,1.96,130.0,546.0,0.0,6.37,420.0,0.0,4.9,0.0,20.58,0.0,3
15341,0.0,3.0,0.0,2.0,13.0,8.0,22.0,2.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,24.0,66.0,6.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,44.0,4.0,0.42,104.0,286.0,26.0,2.73,176.0,16.0,1.68,44.0,4.62,0.42,0
15342,1.0,2.0,4.0,4.0,2.0,8.0,12.0,19.0,0.95,2.0,4.0,4.0,2.0,8.0,12.0,19.0,0.95,8.0,8.0,4.0,16.0,24.0,38.0,1.9,16.0,8.0,32.0,48.0,76.0,3.8,8.0,32.0,48.0,76.0,3.8,16.0,24.0,38.0,1.9,96.0,152.0,7.6,228.0,11.399999999999999,18.05,3
15343,2.0,0.0,4.0,4.0,2.0,10.0,38.0,0.0,-1.0,0.0,8.0,8.0,4.0,20.0,76.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,152.0,0.0,-4.0,8.0,40.0,152.0,0.0,-4.0,20.0,76.0,0.0,-2.0,380.0,0.0,-10.0,0.0,-38.0,-0.0,0
15344,1.0,3.0,4.0,5.0,23.0,10.0,12.0,2.0,2.0,3.0,4.0,5.0,23.0,10.0,12.0,2.0,2.0,12.0,15.0,69.0,30.0,36.0,6.0,6.0,20.0,92.0,40.0,48.0,8.0,8.0,115.0,50.0,60.0,10.0,10.0,230.0,276.0,46.0,46.0,120.0,20.0,20.0,24.0,24.0,4.0,0
15345,0.0,4.0,0.0,4.0,2.0,10.0,22.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,40.0,88.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,88.0,0.0,0.16,20.0,44.0,0.0,0.08,220.0,0.0,0.4,0.0,0.88,0.0,3
15346,0.0,1.0,0.0,4.0,13.0,10.0,22.0,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,22.0,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,8.0,0.16,130.0,286.0,26.0,0.52,220.0,20.0,0.4,44.0,0.88,0.08,3
15347,0.0,3.0,0.0,2.0,13.0,12.0,21.0,2.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,36.0,63.0,6.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.0,42.0,4.0,0.42,156.0,273.0,26.0,2.73,252.0,24.0,2.52,42.0,4.41,0.42,0
15348,1.0,3.0,4.0,4.0,2.0,8.0,44.0,18.0,3.87,3.0,4.0,4.0,2.0,8.0,44.0,18.0,3.87,12.0,12.0,6.0,24.0,132.0,54.0,11.61,16.0,8.0,32.0,176.0,72.0,15.48,8.0,32.0,176.0,72.0,15.48,16.0,88.0,36.0,7.74,352.0,144.0,30.96,792.0,170.28,69.66,3
15349,1.0,1.0,1.0,4.0,2.0,10.0,50.0,0.0,-1.0,1.0,1.0,4.0,2.0,10.0,50.0,0.0,-1.0,1.0,4.0,2.0,10.0,50.0,0.0,-1.0,4.0,2.0,10.0,50.0,0.0,-1.0,8.0,40.0,200.0,0.0,-4.0,20.0,100.0,0.0,-2.0,500.0,0.0,-10.0,0.0,-50.0,-0.0,2
15350,1.0,1.0,1.0,1.0,5.0,10.0,2.0,1.0,6.61,1.0,1.0,1.0,5.0,10.0,2.0,1.0,6.61,1.0,1.0,5.0,10.0,2.0,1.0,6.61,1.0,5.0,10.0,2.0,1.0,6.61,5.0,10.0,2.0,1.0,6.61,50.0,10.0,5.0,33.050000000000004,20.0,10.0,66.10000000000001,2.0,13.22,6.61,2
15351,0.0,3.0,4.0,4.0,13.0,10.0,20.0,16.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,30.0,60.0,48.0,17.94,16.0,52.0,40.0,80.0,64.0,23.92,52.0,40.0,80.0,64.0,23.92,130.0,260.0,208.0,77.74000000000001,200.0,160.0,59.800000000000004,320.0,119.60000000000001,95.68,0
15352,1.0,2.0,1.0,2.0,13.0,10.0,42.0,2.0,2.0,2.0,1.0,2.0,13.0,10.0,42.0,2.0,2.0,2.0,4.0,26.0,20.0,84.0,4.0,4.0,2.0,13.0,10.0,42.0,2.0,2.0,26.0,20.0,84.0,4.0,4.0,130.0,546.0,26.0,26.0,420.0,20.0,20.0,84.0,84.0,4.0,1
15353,0.0,3.0,4.0,4.0,2.0,8.0,22.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,24.0,66.0,0.0,5.88,16.0,8.0,32.0,88.0,0.0,7.84,8.0,32.0,88.0,0.0,7.84,16.0,44.0,0.0,3.92,176.0,0.0,15.68,0.0,43.12,0.0,0
15354,0.0,3.0,4.0,4.0,13.0,10.0,20.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,30.0,60.0,0.0,7.14,16.0,52.0,40.0,80.0,0.0,9.52,52.0,40.0,80.0,0.0,9.52,130.0,260.0,0.0,30.939999999999998,200.0,0.0,23.799999999999997,0.0,47.599999999999994,0.0,0
15355,1.0,3.0,5.0,4.0,13.0,10.0,15.0,0.0,0.32,3.0,5.0,4.0,13.0,10.0,15.0,0.0,0.32,15.0,12.0,39.0,30.0,45.0,0.0,0.96,20.0,65.0,50.0,75.0,0.0,1.6,52.0,40.0,60.0,0.0,1.28,130.0,195.0,0.0,4.16,150.0,0.0,3.2,0.0,4.8,0.0,0
15356,0.0,2.0,0.0,4.0,1.0,10.0,22.0,9.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,20.0,44.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,88.0,36.0,1.0,10.0,22.0,9.0,0.25,220.0,90.0,2.5,198.0,5.5,2.25,3
15357,1.0,1.0,1.0,4.0,2.0,8.0,55.0,0.0,3.81,1.0,1.0,4.0,2.0,8.0,55.0,0.0,3.81,1.0,4.0,2.0,8.0,55.0,0.0,3.81,4.0,2.0,8.0,55.0,0.0,3.81,8.0,32.0,220.0,0.0,15.24,16.0,110.0,0.0,7.62,440.0,0.0,30.48,0.0,209.55,0.0,2
15358,1.0,3.0,2.0,4.0,2.0,8.0,10.0,2.0,2.0,3.0,2.0,4.0,2.0,8.0,10.0,2.0,2.0,6.0,12.0,6.0,24.0,30.0,6.0,6.0,8.0,4.0,16.0,20.0,4.0,4.0,8.0,32.0,40.0,8.0,8.0,16.0,20.0,4.0,4.0,80.0,16.0,16.0,20.0,20.0,4.0,0
15359,1.0,2.0,4.0,1.0,5.0,8.0,55.0,2.0,0.46,2.0,4.0,1.0,5.0,8.0,55.0,2.0,0.46,8.0,2.0,10.0,16.0,110.0,4.0,0.92,4.0,20.0,32.0,220.0,8.0,1.84,5.0,8.0,55.0,2.0,0.46,40.0,275.0,10.0,2.3000000000000003,440.0,16.0,3.68,110.0,25.3,0.92,2
15360,1.0,2.0,4.0,4.0,2.0,10.0,15.0,18.0,5.98,2.0,4.0,4.0,2.0,10.0,15.0,18.0,5.98,8.0,8.0,4.0,20.0,30.0,36.0,11.96,16.0,8.0,40.0,60.0,72.0,23.92,8.0,40.0,60.0,72.0,23.92,20.0,30.0,36.0,11.96,150.0,180.0,59.800000000000004,270.0,89.7,107.64000000000001,0
15361,1.0,2.0,3.0,4.0,13.0,10.0,53.0,17.0,0.13,2.0,3.0,4.0,13.0,10.0,53.0,17.0,0.13,6.0,8.0,26.0,20.0,106.0,34.0,0.26,12.0,39.0,30.0,159.0,51.0,0.39,52.0,40.0,212.0,68.0,0.52,130.0,689.0,221.0,1.69,530.0,170.0,1.3,901.0,6.890000000000001,2.21,0
