,Type,Sex,Size,Intake Type,Intake Subtype,Intake Jurisdiction,PredomBreed,PredomColor,IntakeAgeYrs,Type Sex,Type Size,Type Intake Type,Type Intake Subtype,Type Intake Jurisdiction,Type PredomBreed,Type PredomColor,Type IntakeAgeYrs,Sex Size,Sex Intake Type,Sex Intake Subtype,Sex Intake Jurisdiction,Sex PredomBreed,Sex PredomColor,Sex IntakeAgeYrs,Size Intake Type,Size Intake Subtype,Size Intake Jurisdiction,Size PredomBreed,Size PredomColor,Size IntakeAgeYrs,Intake Type Intake Subtype,Intake Type Intake Jurisdiction,Intake Type PredomBreed,Intake Type PredomColor,Intake Type IntakeAgeYrs,Intake Subtype Intake Jurisdiction,Intake Subtype PredomBreed,Intake Subtype PredomColor,Intake Subtype IntakeAgeYrs,Intake Jurisdiction PredomBreed,Intake Jurisdiction PredomColor,Intake Jurisdiction IntakeAgeYrs,PredomBreed PredomColor,PredomBreed IntakeAgeYrs,PredomColor IntakeAgeYrs,Outcome Type
0,2.0,4.0,4.0,3.0,11.0,5.0,6.0,2.0,-1.0,8.0,8.0,6.0,22.0,10.0,12.0,4.0,-2.0,16.0,12.0,44.0,20.0,24.0,8.0,-4.0,12.0,44.0,20.0,24.0,8.0,-4.0,33.0,15.0,18.0,6.0,-3.0,55.0,66.0,22.0,-11.0,30.0,10.0,-5.0,12.0,-6.0,-2.0,1
1,0.0,0.0,4.0,4.0,2.0,10.0,22.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,88.0,24.0,-4.0,8.0,40.0,88.0,24.0,-4.0,20.0,44.0,12.0,-2.0,220.0,60.0,-10.0,132.0,-22.0,-6.0,1
2,2.0,4.0,4.0,3.0,11.0,10.0,6.0,0.0,-1.0,8.0,8.0,6.0,22.0,20.0,12.0,0.0,-2.0,16.0,12.0,44.0,40.0,24.0,0.0,-4.0,12.0,44.0,40.0,24.0,0.0,-4.0,33.0,30.0,18.0,0.0,-3.0,110.0,66.0,0.0,-11.0,60.0,0.0,-10.0,0.0,-6.0,-0.0,1
3,0.0,3.0,2.0,2.0,13.0,10.0,21.0,18.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,39.0,30.0,63.0,54.0,24.03,4.0,26.0,20.0,42.0,36.0,16.02,26.0,20.0,42.0,36.0,16.02,130.0,273.0,234.0,104.13,210.0,180.0,80.1,378.0,168.21,144.18,1
4,0.0,0.0,4.0,4.0,13.0,10.0,22.0,4.0,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,40.0,88.0,16.0,52.04,52.0,40.0,88.0,16.0,52.04,130.0,286.0,52.0,169.13,220.0,40.0,130.1,88.0,286.21999999999997,52.04,1
5,0.0,2.0,4.0,4.0,13.0,12.0,22.0,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,26.0,24.0,44.0,28.0,-2.0,16.0,52.0,48.0,88.0,56.0,-4.0,52.0,48.0,88.0,56.0,-4.0,156.0,286.0,182.0,-13.0,264.0,168.0,-12.0,308.0,-22.0,-14.0,1
6,1.0,2.0,1.0,2.0,13.0,10.0,50.0,0.0,-1.0,2.0,1.0,2.0,13.0,10.0,50.0,0.0,-1.0,2.0,4.0,26.0,20.0,100.0,0.0,-2.0,2.0,13.0,10.0,50.0,0.0,-1.0,26.0,20.0,100.0,0.0,-2.0,130.0,650.0,0.0,-13.0,500.0,0.0,-10.0,0.0,-50.0,-0.0,1
7,0.0,4.0,0.0,4.0,1.0,12.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,48.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,88.0,0.0,2.0,12.0,22.0,0.0,0.5,264.0,0.0,6.0,0.0,11.0,0.0,1
8,0.0,4.0,0.0,4.0,1.0,12.0,22.0,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,48.0,88.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,88.0,44.0,2.0,12.0,22.0,11.0,0.5,264.0,132.0,6.0,242.0,11.0,5.5,1
9,1.0,1.0,1.0,2.0,13.0,10.0,42.0,9.0,-1.0,1.0,1.0,2.0,13.0,10.0,42.0,9.0,-1.0,1.0,2.0,13.0,10.0,42.0,9.0,-1.0,2.0,13.0,10.0,42.0,9.0,-1.0,26.0,20.0,84.0,18.0,-2.0,130.0,546.0,117.0,-13.0,420.0,90.0,-10.0,378.0,-42.0,-9.0,1
10,0.0,1.0,0.0,4.0,12.0,3.0,22.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,3.0,22.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,88.0,0.0,0.08,36.0,264.0,0.0,0.24,66.0,0.0,0.06,0.0,0.44,0.0,1
11,0.0,0.0,0.0,4.0,12.0,3.0,22.0,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,88.0,8.0,0.08,36.0,264.0,24.0,0.24,66.0,6.0,0.06,44.0,0.44,0.04,1
12,1.0,1.0,1.0,4.0,13.0,8.0,25.0,19.0,0.58,1.0,1.0,4.0,13.0,8.0,25.0,19.0,0.58,1.0,4.0,13.0,8.0,25.0,19.0,0.58,4.0,13.0,8.0,25.0,19.0,0.58,52.0,32.0,100.0,76.0,2.32,104.0,325.0,247.0,7.539999999999999,200.0,152.0,4.64,475.0,14.499999999999998,11.02,1
13,0.0,4.0,0.0,4.0,1.0,12.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,48.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,88.0,0.0,2.0,12.0,22.0,0.0,0.5,264.0,0.0,6.0,0.0,11.0,0.0,1
14,1.0,1.0,1.0,4.0,2.0,10.0,42.0,1.0,9.0,1.0,1.0,4.0,2.0,10.0,42.0,1.0,9.0,1.0,4.0,2.0,10.0,42.0,1.0,9.0,4.0,2.0,10.0,42.0,1.0,9.0,8.0,40.0,168.0,4.0,36.0,20.0,84.0,2.0,18.0,420.0,10.0,90.0,42.0,378.0,9.0,1
15,1.0,3.0,2.0,4.0,13.0,8.0,42.0,0.0,1.85,3.0,2.0,4.0,13.0,8.0,42.0,0.0,1.85,6.0,12.0,39.0,24.0,126.0,0.0,5.550000000000001,8.0,26.0,16.0,84.0,0.0,3.7,52.0,32.0,168.0,0.0,7.4,104.0,546.0,0.0,24.05,336.0,0.0,14.8,0.0,77.7,0.0,1
16,0.0,4.0,0.0,4.0,1.0,12.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,48.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,88.0,0.0,2.0,12.0,22.0,0.0,0.5,264.0,0.0,6.0,0.0,11.0,0.0,1
17,0.0,2.0,4.0,2.0,13.0,8.0,22.0,2.0,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,26.0,16.0,44.0,4.0,22.38,8.0,52.0,32.0,88.0,8.0,44.76,26.0,16.0,44.0,4.0,22.38,104.0,286.0,26.0,145.47,176.0,16.0,89.52,44.0,246.17999999999998,22.38,1
18,0.0,4.0,0.0,4.0,1.0,12.0,22.0,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,48.0,88.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,88.0,44.0,2.0,12.0,22.0,11.0,0.5,264.0,132.0,6.0,242.0,11.0,5.5,1
19,2.0,1.0,2.0,1.0,7.0,8.0,14.0,13.0,-1.0,2.0,4.0,2.0,14.0,16.0,28.0,26.0,-2.0,2.0,1.0,7.0,8.0,14.0,13.0,-1.0,2.0,14.0,16.0,28.0,26.0,-2.0,7.0,8.0,14.0,13.0,-1.0,56.0,98.0,91.0,-7.0,112.0,104.0,-8.0,182.0,-14.0,-13.0,1
20,0.0,4.0,2.0,4.0,2.0,8.0,22.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,16.0,8.0,32.0,88.0,36.0,-4.0,8.0,4.0,16.0,44.0,18.0,-2.0,8.0,32.0,88.0,36.0,-4.0,16.0,44.0,18.0,-2.0,176.0,72.0,-8.0,198.0,-22.0,-9.0,1
21,0.0,2.0,4.0,4.0,13.0,10.0,22.0,3.0,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,26.0,20.0,44.0,6.0,22.02,16.0,52.0,40.0,88.0,12.0,44.04,52.0,40.0,88.0,12.0,44.04,130.0,286.0,39.0,143.13,220.0,30.0,110.1,66.0,242.22,33.03,1
22,1.0,0.0,1.0,4.0,13.0,8.0,42.0,0.0,3.0,0.0,1.0,4.0,13.0,8.0,42.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,8.0,42.0,0.0,3.0,52.0,32.0,168.0,0.0,12.0,104.0,546.0,0.0,39.0,336.0,0.0,24.0,0.0,126.0,0.0,1
23,1.0,0.0,2.0,4.0,13.0,10.0,42.0,1.0,-1.0,0.0,2.0,4.0,13.0,10.0,42.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,26.0,20.0,84.0,2.0,-2.0,52.0,40.0,168.0,4.0,-4.0,130.0,546.0,13.0,-13.0,420.0,10.0,-10.0,42.0,-42.0,-1.0,1
24,0.0,3.0,4.0,4.0,2.0,10.0,22.0,16.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12.0,12.0,6.0,30.0,66.0,48.0,-3.0,16.0,8.0,40.0,88.0,64.0,-4.0,8.0,40.0,88.0,64.0,-4.0,20.0,44.0,32.0,-2.0,220.0,160.0,-10.0,352.0,-22.0,-16.0,1
25,1.0,1.0,1.0,4.0,2.0,10.0,25.0,0.0,-1.0,1.0,1.0,4.0,2.0,10.0,25.0,0.0,-1.0,1.0,4.0,2.0,10.0,25.0,0.0,-1.0,4.0,2.0,10.0,25.0,0.0,-1.0,8.0,40.0,100.0,0.0,-4.0,20.0,50.0,0.0,-2.0,250.0,0.0,-10.0,0.0,-25.0,-0.0,1
26,0.0,4.0,0.0,4.0,2.0,8.0,22.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,88.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,88.0,72.0,2.0,16.0,44.0,36.0,1.0,176.0,144.0,4.0,396.0,11.0,9.0,1
27,0.0,4.0,0.0,4.0,2.0,8.0,22.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,88.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,88.0,8.0,2.0,16.0,44.0,4.0,1.0,176.0,16.0,4.0,44.0,11.0,1.0,1
28,1.0,0.0,2.0,4.0,2.0,8.0,42.0,15.0,5.0,0.0,2.0,4.0,2.0,8.0,42.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,16.0,84.0,30.0,10.0,8.0,32.0,168.0,60.0,20.0,16.0,84.0,30.0,10.0,336.0,120.0,40.0,630.0,210.0,75.0,1
29,1.0,2.0,1.0,1.0,8.0,8.0,42.0,9.0,-1.0,2.0,1.0,1.0,8.0,8.0,42.0,9.0,-1.0,2.0,2.0,16.0,16.0,84.0,18.0,-2.0,1.0,8.0,8.0,42.0,9.0,-1.0,8.0,8.0,42.0,9.0,-1.0,64.0,336.0,72.0,-8.0,336.0,72.0,-8.0,378.0,-42.0,-9.0,1
30,2.0,4.0,4.0,3.0,11.0,8.0,6.0,0.0,-1.0,8.0,8.0,6.0,22.0,16.0,12.0,0.0,-2.0,16.0,12.0,44.0,32.0,24.0,0.0,-4.0,12.0,44.0,32.0,24.0,0.0,-4.0,33.0,24.0,18.0,0.0,-3.0,88.0,66.0,0.0,-11.0,48.0,0.0,-8.0,0.0,-6.0,-0.0,3
31,0.0,4.0,0.0,4.0,13.0,10.0,20.0,2.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,40.0,80.0,8.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,80.0,8.0,0.32,130.0,260.0,26.0,1.04,200.0,20.0,0.8,40.0,1.6,0.16,1
32,2.0,4.0,4.0,3.0,11.0,10.0,6.0,2.0,-1.0,8.0,8.0,6.0,22.0,20.0,12.0,4.0,-2.0,16.0,12.0,44.0,40.0,24.0,8.0,-4.0,12.0,44.0,40.0,24.0,8.0,-4.0,33.0,30.0,18.0,6.0,-3.0,110.0,66.0,22.0,-11.0,60.0,20.0,-10.0,12.0,-6.0,-2.0,3
33,2.0,4.0,4.0,3.0,11.0,8.0,6.0,0.0,-1.0,8.0,8.0,6.0,22.0,16.0,12.0,0.0,-2.0,16.0,12.0,44.0,32.0,24.0,0.0,-4.0,12.0,44.0,32.0,24.0,0.0,-4.0,33.0,24.0,18.0,0.0,-3.0,88.0,66.0,0.0,-11.0,48.0,0.0,-8.0,0.0,-6.0,-0.0,3
34,0.0,0.0,4.0,4.0,13.0,8.0,22.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,36.0,2.0,52.0,32.0,88.0,36.0,2.0,104.0,286.0,117.0,6.5,176.0,72.0,4.0,198.0,11.0,4.5,1
35,0.0,2.0,4.0,4.0,2.0,8.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,4.0,16.0,44.0,4.0,-2.0,16.0,8.0,32.0,88.0,8.0,-4.0,8.0,32.0,88.0,8.0,-4.0,16.0,44.0,4.0,-2.0,176.0,16.0,-8.0,44.0,-22.0,-2.0,1
36,0.0,4.0,0.0,4.0,13.0,10.0,22.0,2.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,40.0,88.0,8.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,8.0,0.32,130.0,286.0,26.0,1.04,220.0,20.0,0.8,44.0,1.76,0.16,1
37,0.0,1.0,4.0,4.0,2.0,12.0,54.0,14.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,12.0,54.0,14.0,0.33,16.0,8.0,48.0,216.0,56.0,1.32,8.0,48.0,216.0,56.0,1.32,24.0,108.0,28.0,0.66,648.0,168.0,3.96,756.0,17.82,4.62,3
38,0.0,2.0,0.0,4.0,1.0,8.0,22.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,16.0,44.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,88.0,0.0,0.68,8.0,22.0,0.0,0.17,176.0,0.0,1.36,0.0,3.74,0.0,1
39,1.0,1.0,5.0,4.0,13.0,10.0,15.0,0.0,-1.0,1.0,5.0,4.0,13.0,10.0,15.0,0.0,-1.0,5.0,4.0,13.0,10.0,15.0,0.0,-1.0,20.0,65.0,50.0,75.0,0.0,-5.0,52.0,40.0,60.0,0.0,-4.0,130.0,195.0,0.0,-13.0,150.0,0.0,-10.0,0.0,-15.0,-0.0,1
40,1.0,2.0,2.0,4.0,2.0,10.0,40.0,17.0,8.98,2.0,2.0,4.0,2.0,10.0,40.0,17.0,8.98,4.0,8.0,4.0,20.0,80.0,34.0,17.96,8.0,4.0,20.0,80.0,34.0,17.96,8.0,40.0,160.0,68.0,35.92,20.0,80.0,34.0,17.96,400.0,170.0,89.80000000000001,680.0,359.20000000000005,152.66,0
41,0.0,0.0,0.0,4.0,13.0,8.0,22.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,36.0,2.0,104.0,286.0,117.0,6.5,176.0,72.0,4.0,198.0,11.0,4.5,1
42,1.0,2.0,4.0,4.0,2.0,10.0,15.0,15.0,7.96,2.0,4.0,4.0,2.0,10.0,15.0,15.0,7.96,8.0,8.0,4.0,20.0,30.0,30.0,15.92,16.0,8.0,40.0,60.0,60.0,31.84,8.0,40.0,60.0,60.0,31.84,20.0,30.0,30.0,15.92,150.0,150.0,79.6,225.0,119.4,119.4,1
43,2.0,4.0,4.0,3.0,11.0,8.0,6.0,0.0,-1.0,8.0,8.0,6.0,22.0,16.0,12.0,0.0,-2.0,16.0,12.0,44.0,32.0,24.0,0.0,-4.0,12.0,44.0,32.0,24.0,0.0,-4.0,33.0,24.0,18.0,0.0,-3.0,88.0,66.0,0.0,-11.0,48.0,0.0,-8.0,0.0,-6.0,-0.0,1
44,0.0,4.0,4.0,4.0,2.0,12.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,16.0,8.0,48.0,88.0,0.0,-4.0,16.0,8.0,48.0,88.0,0.0,-4.0,8.0,48.0,88.0,0.0,-4.0,24.0,44.0,0.0,-2.0,264.0,0.0,-12.0,0.0,-22.0,-0.0,1
45,1.0,0.0,4.0,4.0,2.0,8.0,15.0,15.0,-1.0,0.0,4.0,4.0,2.0,8.0,15.0,15.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,60.0,60.0,-4.0,8.0,32.0,60.0,60.0,-4.0,16.0,30.0,30.0,-2.0,120.0,120.0,-8.0,225.0,-15.0,-15.0,1
46,2.0,4.0,4.0,3.0,19.0,8.0,6.0,0.0,-1.0,8.0,8.0,6.0,38.0,16.0,12.0,0.0,-2.0,16.0,12.0,76.0,32.0,24.0,0.0,-4.0,12.0,76.0,32.0,24.0,0.0,-4.0,57.0,24.0,18.0,0.0,-3.0,152.0,114.0,0.0,-19.0,48.0,0.0,-8.0,0.0,-6.0,-0.0,1
47,0.0,4.0,4.0,4.0,2.0,8.0,54.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,16.0,8.0,32.0,216.0,72.0,-4.0,16.0,8.0,32.0,216.0,72.0,-4.0,8.0,32.0,216.0,72.0,-4.0,16.0,108.0,36.0,-2.0,432.0,144.0,-8.0,972.0,-54.0,-18.0,3
48,0.0,2.0,4.0,4.0,13.0,8.0,22.0,0.0,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,26.0,16.0,44.0,0.0,28.02,16.0,52.0,32.0,88.0,0.0,56.04,52.0,32.0,88.0,0.0,56.04,104.0,286.0,0.0,182.13,176.0,0.0,112.08,0.0,308.21999999999997,0.0,1
49,0.0,0.0,0.0,4.0,1.0,8.0,20.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,80.0,0.0,0.68,8.0,20.0,0.0,0.17,160.0,0.0,1.36,0.0,3.4000000000000004,0.0,1
50,1.0,3.0,5.0,2.0,13.0,10.0,15.0,0.0,8.87,3.0,5.0,2.0,13.0,10.0,15.0,0.0,8.87,15.0,6.0,39.0,30.0,45.0,0.0,26.61,10.0,65.0,50.0,75.0,0.0,44.349999999999994,26.0,20.0,30.0,0.0,17.74,130.0,195.0,0.0,115.30999999999999,150.0,0.0,88.69999999999999,0.0,133.04999999999998,0.0,1
51,1.0,0.0,2.0,4.0,13.0,12.0,38.0,2.0,-1.0,0.0,2.0,4.0,13.0,12.0,38.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,26.0,24.0,76.0,4.0,-2.0,52.0,48.0,152.0,8.0,-4.0,156.0,494.0,26.0,-13.0,456.0,24.0,-12.0,76.0,-38.0,-2.0,1
52,0.0,3.0,4.0,2.0,13.0,12.0,22.0,18.0,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,39.0,36.0,66.0,54.0,45.03,8.0,52.0,48.0,88.0,72.0,60.04,26.0,24.0,44.0,36.0,30.02,156.0,286.0,234.0,195.13,264.0,216.0,180.12,396.0,330.21999999999997,270.18,1
53,0.0,2.0,4.0,2.0,13.0,8.0,22.0,2.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,26.0,16.0,44.0,4.0,17.02,8.0,52.0,32.0,88.0,8.0,34.04,26.0,16.0,44.0,4.0,17.02,104.0,286.0,26.0,110.63,176.0,16.0,68.08,44.0,187.22,17.02,1
54,0.0,4.0,0.0,4.0,13.0,12.0,22.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,48.0,88.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,88.0,36.0,2.0,156.0,286.0,117.0,6.5,264.0,108.0,6.0,198.0,11.0,4.5,1
55,1.0,2.0,5.0,2.0,13.0,10.0,15.0,18.0,12.87,2.0,5.0,2.0,13.0,10.0,15.0,18.0,12.87,10.0,4.0,26.0,20.0,30.0,36.0,25.74,10.0,65.0,50.0,75.0,90.0,64.35,26.0,20.0,30.0,36.0,25.74,130.0,195.0,234.0,167.31,150.0,180.0,128.7,270.0,193.04999999999998,231.66,1
56,0.0,1.0,4.0,4.0,2.0,8.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,4.0,2.0,8.0,22.0,2.0,-1.0,16.0,8.0,32.0,88.0,8.0,-4.0,8.0,32.0,88.0,8.0,-4.0,16.0,44.0,4.0,-2.0,176.0,16.0,-8.0,44.0,-22.0,-2.0,1
57,1.0,0.0,2.0,2.0,13.0,10.0,13.0,9.0,1.77,0.0,2.0,2.0,13.0,10.0,13.0,9.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,20.0,26.0,18.0,3.54,26.0,20.0,26.0,18.0,3.54,130.0,169.0,117.0,23.01,130.0,90.0,17.7,117.0,23.01,15.93,1
58,0.0,0.0,4.0,4.0,13.0,10.0,21.0,18.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,40.0,84.0,72.0,11.88,52.0,40.0,84.0,72.0,11.88,130.0,273.0,234.0,38.61,210.0,180.0,29.700000000000003,378.0,62.370000000000005,53.46,1
59,0.0,2.0,4.0,2.0,13.0,2.0,20.0,9.0,10.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,26.0,4.0,40.0,18.0,21.78,8.0,52.0,8.0,80.0,36.0,43.56,26.0,4.0,40.0,18.0,21.78,26.0,260.0,117.0,141.57,40.0,18.0,21.78,180.0,217.8,98.01,1
60,0.0,0.0,0.0,4.0,1.0,8.0,22.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,88.0,0.0,0.68,8.0,22.0,0.0,0.17,176.0,0.0,1.36,0.0,3.74,0.0,1
61,0.0,0.0,4.0,4.0,13.0,10.0,22.0,16.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,52.0,40.0,88.0,64.0,-4.0,52.0,40.0,88.0,64.0,-4.0,130.0,286.0,208.0,-13.0,220.0,160.0,-10.0,352.0,-22.0,-16.0,1
62,0.0,2.0,4.0,4.0,13.0,10.0,20.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,26.0,20.0,40.0,4.0,-2.0,16.0,52.0,40.0,80.0,8.0,-4.0,52.0,40.0,80.0,8.0,-4.0,130.0,260.0,26.0,-13.0,200.0,20.0,-10.0,40.0,-20.0,-2.0,1
63,2.0,4.0,4.0,3.0,11.0,10.0,6.0,0.0,-1.0,8.0,8.0,6.0,22.0,20.0,12.0,0.0,-2.0,16.0,12.0,44.0,40.0,24.0,0.0,-4.0,12.0,44.0,40.0,24.0,0.0,-4.0,33.0,30.0,18.0,0.0,-3.0,110.0,66.0,0.0,-11.0,60.0,0.0,-10.0,0.0,-6.0,-0.0,1
64,1.0,1.0,2.0,4.0,2.0,10.0,55.0,18.0,-1.0,1.0,2.0,4.0,2.0,10.0,55.0,18.0,-1.0,2.0,4.0,2.0,10.0,55.0,18.0,-1.0,8.0,4.0,20.0,110.0,36.0,-2.0,8.0,40.0,220.0,72.0,-4.0,20.0,110.0,36.0,-2.0,550.0,180.0,-10.0,990.0,-55.0,-18.0,1
65,1.0,1.0,1.0,4.0,13.0,8.0,55.0,18.0,-1.0,1.0,1.0,4.0,13.0,8.0,55.0,18.0,-1.0,1.0,4.0,13.0,8.0,55.0,18.0,-1.0,4.0,13.0,8.0,55.0,18.0,-1.0,52.0,32.0,220.0,72.0,-4.0,104.0,715.0,234.0,-13.0,440.0,144.0,-8.0,990.0,-55.0,-18.0,1
66,1.0,1.0,1.0,4.0,13.0,10.0,42.0,0.0,-1.0,1.0,1.0,4.0,13.0,10.0,42.0,0.0,-1.0,1.0,4.0,13.0,10.0,42.0,0.0,-1.0,4.0,13.0,10.0,42.0,0.0,-1.0,52.0,40.0,168.0,0.0,-4.0,130.0,546.0,0.0,-13.0,420.0,0.0,-10.0,0.0,-42.0,-0.0,1
67,0.0,1.0,4.0,4.0,13.0,8.0,22.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,4.0,13.0,8.0,22.0,18.0,-1.0,16.0,52.0,32.0,88.0,72.0,-4.0,52.0,32.0,88.0,72.0,-4.0,104.0,286.0,234.0,-13.0,176.0,144.0,-8.0,396.0,-22.0,-18.0,1
68,0.0,4.0,0.0,4.0,1.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,88.0,0.0,2.0,8.0,22.0,0.0,0.5,176.0,0.0,4.0,0.0,11.0,0.0,1
69,0.0,4.0,0.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,1
70,0.0,4.0,0.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,1
